co2_kg,water_l,energy_mj,packaging_plastic,packaging_glass,packaging_paper,packaging_other,data_completeness,ingredient_count,transport_distance_km,target_score,target_grade
1.1788883945588848,71.5939080001783,15.027165061855959,0,0,1,0,0.6855035914703127,18,190.14353592708395,33.64945245472046,D
0.41379084202165695,31.519062119714018,5.073382306192544,0,0,1,0,0.35864287756005525,11,2615.233724535586,76.77154881767615,B
0.5202133474214254,32.33022192637671,10.836873265856253,0,1,0,0,0.672480423559521,16,93.4513683703856,69.2147549943636,B
1.8032917565354833,83.34304789795037,18.85725659053585,0,0,0,1,0.7609084704783905,15,1108.9695667004269,0.0,E
0.7002313978715369,45.1702039013188,9.795056625300967,0,1,0,0,0.8274700790296229,10,1178.4184750200363,54.75969133632633,C
1.213532586170092,77.69840652915725,13.322171383768412,1,0,0,0,0.6138636208395919,13,104.05589004800433,18.560103353693716,E
1.5635214784751033,91.26745241968885,18.4990274743019,0,0,1,0,0.819198847233033,14,542.5029283033531,16.956861010938354,E
0.404754188620387,43.21357190959784,9.723436897974704,0,0,1,0,0.7437676297037185,22,481.33112763071534,67.56268180537651,B
0.8390408711294274,51.73313178862027,12.145715497467076,0,1,0,0,0.9227437200071731,18,323.38460154868204,42.59177730573009,C
1.690007900072567,81.29140911084549,16.24967136502394,0,0,0,1,0.8005667836667683,17,161.8576687906875,7.978832197551974,E
1.1802407302726905,67.1096139078714,13.108976486361401,0,0,1,0,0.5382987538281536,14,127.24550689647421,51.31517242197215,C
0.09663699579511154,5.886304860723661,2.263706027241438,0,0,1,0,0.8344632208424032,14,216.26590828273157,98.55565177658252,A
1.114504745954654,73.05898107850109,13.47245898444261,0,0,0,1,0.5606996717541621,9,176.00202427811604,29.698322121227754,D
1.1064786505507138,79.86793675520153,13.185783868741966,0,0,1,0,0.8017780327546264,14,271.3841375957861,37.40418882251692,D
1.5180431525503648,91.09481305271176,17.259152542101695,0,0,1,0,0.5646711777455997,13,414.8429518593667,16.815317838544313,E
1.1000483367248999,89.99235903881043,16.790138945476954,0,1,0,0,0.6220062100913956,14,349.24800424637266,20.856509168067298,D
0.7282489753770828,47.361269045263,10.973726450792592,0,0,0,1,0.5245097884131497,16,61.08132614161037,51.903836478338704,C
0.1018285026844783,18.956786070728796,6.857534064874372,0,0,1,0,0.7120895071327418,14,197.4282975155905,80.77658522024102,A
0.8506924501885769,49.038458124061904,10.727219852506108,0,0,1,0,0.9055407304716188,14,927.598691181183,42.553753102125945,C
0.7204512379739357,67.88078717026133,11.745452928188712,1,0,0,0,0.3370689025122343,11,10.815869416567605,46.466353855624405,C
0.4833503356452551,25.941071325048103,7.4749408024050545,0,0,1,0,0.6009750423421126,18,360.20344762477805,72.44276438164003,B
1.5063777953933244,95.36245052333068,18.302195410523503,0,1,0,0,0.8015964780316924,18,635.0611028411863,18.626292277602968,E
0.10192567060737467,5.938390488142961,2.7712146983531625,0,0,1,0,0.4435734881143215,14,122.88349938766616,85.815679243096,A
0.7140177550686717,43.66827620040792,5.237021212160911,0,0,1,0,0.8078708656711046,10,1167.889698018093,71.69998614411243,B
0.381522320539541,27.542620032284667,6.00377617919932,0,1,0,0,0.8709481795414437,15,106.32150611924095,70.3129493063286,B
1.2926925088823324,75.02835362110535,16.210537505065492,0,0,1,0,0.8603534605578073,19,1470.1617881264808,34.0436246851852,D
1.118015377785303,74.06104462767034,13.512198059272865,0,0,1,0,0.7920854072486229,23,674.133883545501,48.90020773399842,C
0.8647996356431688,64.14717042297266,13.373312909916976,0,1,0,0,0.8228063225764802,10,18.481173005090113,41.47569058620058,C
0.728993119195544,58.94504669567953,10.727633117443055,0,0,0,1,0.7059517624106757,14,921.8775329470722,49.18453651933834,C
0.4365680252663064,49.18719824124356,5.653119991175985,0,0,1,0,0.6192369777540233,17,8.771751095743687,66.21024639402528,B
0.36926265781978823,44.82411627496,5.06639028729224,0,0,1,0,0.838000058108955,21,83.1343877559688,72.40169687381855,B
1.795123629441698,81.59081226355684,19.24104582384372,0,0,1,0,0.7761534021396261,9,704.1099998007297,11.027268778228295,E
0.38664710310315875,33.65680519732092,9.863564542801907,0,0,1,0,0.6351162391353372,12,291.93757818951957,67.75662148312412,B
0.06807471364467296,20.884281696283367,5.643886044606655,0,0,1,0,0.44381400449321234,16,1199.076367018808,80.90330441235908,A
0.15493757104893371,9.097763645317645,2.626536561313002,0,1,0,0,0.4678195290096864,11,951.9413117902784,87.86431374730181,A
0.3983218008326433,31.322928015667387,5.259800702651755,0,0,1,0,0.7908138551107582,14,260.6409657224959,80.22515689011895,A
